label,fea_2,fea_4,fea_8,fea_10,fea_11,fea_1_1,fea_1_2,fea_1_4,fea_1_5,fea_1_6,fea_1_7,fea_3_1,fea_3_2,fea_3_3,fea_5_1,fea_5_2,fea_6_3,fea_6_4,fea_6_5,fea_6_6,fea_6_8,fea_6_9,fea_6_11,fea_6_12,fea_6_15,fea_6_16,fea_7_-1,fea_7_1,fea_7_2,fea_7_3,fea_7_4,fea_7_5,fea_7_7,fea_7_8,fea_7_9,fea_7_10,fea_9_1,fea_9_2,fea_9_3,fea_9_4,fea_9_5
0,-0.548071124396305,-0.9714684747007349,-0.9848994862796194,-0.6862030288318912,-1.1903961207302012,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-0.23680116954568312,-0.5076985806263666,0.26680851424520186,-0.6856848352735923,-1.1903961207302012,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0.0,-0.8357309447277491,0.9343861145251066,2.265742331021345,0.3626969815279475,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-0.9527220657021136,-0.6999934147547633,0.9343861145251066,-0.6862358258925431,-1.1903961207302012,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,-0.08116619212037214,-0.009994304058751773,1.1847277146300708,-0.08736149839005329,0.7427208583865581,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-0.42356314245605625,-0.23622352068039487,-3.0710794871543214,-0.6859275335224158,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.19897676724518762,0.31803806004263074,-0.40076908603470285,-0.6860849594135445,-1.1903961207302012,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,-1.9487859212241039,-0.29278082483580564,-1.0683466863146076,-0.686111197062066,-1.1903961207302012,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-0.45469013794111846,-0.19097767735606624,0.5171501143501661,-0.6859406523466766,-1.1903961207302012,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1.537437573102862,-0.22491205984931273,0.8509389144901185,-0.6075228803281413,-1.1903961207302012,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-1.3885000024929843,2.026068645536036,-1.8193714866295003,2.5279220338721062,-1.1903961207302012,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-1.2639920205527355,-0.8017965622345026,-0.9848994862796194,-0.08736149839005329,-1.1903961207302012,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.07446878530493883,-0.37196105065338075,1.0178333145600946,-0.614062614222117,-1.1903961207302012,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.5996915640729863,-1.0280257788561458,0.7674917144551304,-0.686019365292241,1.1511049627177787,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-1.2639920205527355,-0.5981902672750239,-1.4021354864545599,-0.6861439941227179,0.20534377982075497,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.0,-0.24753498151147704,-0.9014522862446314,-0.6859996870558498,0.4714312229542625,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.0,-0.1796662165249841,0.7674917144551304,-0.6075228803281413,0.46245578004648946,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.2923577537003742,-0.0778630690452447,0.1833613142102138,-0.6861439941227179,0.3394082336702395,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0.8837706679165559,0.9854142490764779,0.35025571428019,2.2659587916216473,1.2851494755073456,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-2.3534368625299122,-0.5642558847817774,0.8509389144901185,-0.08731558250514072,0.5774440911347185,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0.8526436724314936,-0.8017965622345026,0.35025571428019,1.2160724048593963,0.8015668986637431,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.7592626859763071,0.023940078434494694,0.35025571428019,1.1008366525531121,-1.1903961207302012,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-0.5791981198813673,-0.009994304058751773,0.35025571428019,-0.6074244891461857,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.41686573564062296,-0.25884644234255916,1.0178333145600946,-0.08736149839005329,0.4022374791231588,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0.0,-0.824419483896667,0.5171501143501661,1.871987380247556,0.38205437700656775,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-0.9527220657021136,-0.19097767735606624,0.7674917144551304,1.8724268608602905,0.9597687125325365,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,-1.4507539934631086,-0.43982981563987367,-0.06698028589475047,-0.686111197062066,0.2872340676590904,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1.7553265414982973,3.04410012033343,0.016466914140237616,-0.6860784000014142,0.3394082336702395,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-0.45469013794111846,0.0013171567723303823,0.43370291431517805,-0.08736149839005329,2.2418472170957937,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1.6308185595580484,-0.4285183548087915,-0.06698028589475047,-0.08736149839005329,0.34830689190420694,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,-0.6414521108514917,-0.8017965622345026,0.9343861145251066,-0.6072014691337533,0.4385377859000629,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-1.3262460115228598,1.6075445947859963,-0.9014522862446314,-0.08736149839005329,-1.1903961207302012,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,-0.9838490611871757,-0.7791736405723383,0.9343861145251066,2.5279351526963674,0.3341677698517695,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-1.2639920205527355,-0.27015790317364136,0.6840445144201424,1.871954583186904,0.46269322141926716,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.1367227762750632,0.21623491256289132,0.016466914140237616,-0.6858225829283299,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.44799273112568516,0.023940078434494694,0.43370291431517805,1.0848579246035386,-1.1903961207302012,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-0.8904680747319892,-1.0280257788561458,-1.7359242865945121,-0.6861964694197608,-1.1903961207302012,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2.346739455714479,0.7931194149480812,1.1012805145950828,-0.6075228803281413,1.469431018965958,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.6347547040360584,0.634758963312931,0.9343861145251066,-0.6862358258925431,0.5774440911347185,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.44799273112568516,-0.03261722572091608,0.9343861145251066,-0.08736149839005329,0.7871578913730113,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,-1.2639920205527355,-0.49638711979528444,0.8509389144901185,-0.6075228803281413,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.41686573564062296,0.10312030425206978,0.8509389144901185,1.8722366379085098,0.7871578913730113,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-1.2639920205527355,-0.5529444239506952,1.1012805145950828,-0.08736149839005329,0.2872340676590904,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.5791981198813673,0.2275463733939735,-1.4021354864545599,-0.6860324841165016,0.7871578913730113,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-1.0461030521573003,-0.6999934147547633,-0.8180050862096433,1.8722759943812919,2.2413311641056257,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-0.050039196635309945,2.0713144888603647,0.8509389144901185,1.8719414643626433,0.9767536602283008,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.859341079246927,-0.7339277972480097,-1.3186882864195717,1.0848513651914082,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,-0.050039196635309945,-0.5190100414574488,-1.1517938863495956,-0.6072014691337533,-1.1903961207302012,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.914897663401618,0.6913162674683418,-0.23387468596472666,-0.6075163209160109,0.3394082336702395,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0.0,-0.5190100414574488,-0.06698028589475047,1.8720529743688594,1.9415539331994465,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,-0.14342018309049653,-0.021305764889833927,0.35025571428019,-0.6075228803281413,0.7326776639765903,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1.0705326408269291,0.7252506499615883,-0.06698028589475047,1.2232484017300174,0.6852204643208919,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-0.9215950702170513,-0.4058954331466272,-2.9041850870843455,-0.6075228803281413,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0.3234847491854364,0.15967760840748055,-1.1517938863495956,1.2206180774657405,0.46269322141926716,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,-1.4507539934631086,-0.7339277972480097,0.6840445144201424,-0.08736149839005329,0.5774440911347185,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.0,-0.3493381289912164,0.8509389144901185,-0.6075163209160109,0.47906610552248274,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0.2923577537003742,0.08049738258990546,-0.7345578861746552,-0.08736149839005329,0.3394082336702395,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2.813644387990412,-0.6773704930925989,-1.7359242865945121,-0.08736149839005329,0.5815258671718744,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-0.8904680747319892,-0.7904851014034204,-1.0683466863146076,-0.08736149839005329,-1.1903961207302012,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.41686573564062296,0.15967760840748055,-0.9014522862446314,2.528591093909404,1.3133871987601689,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.3546117446704986,-0.5190100414574488,0.9343861145251066,-0.6075228803281413,-1.1903961207302012,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,-0.3613091514859319,-0.12310891236957332,-0.15042748592973856,-0.08736149839005329,0.3394082336702395,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0.0,-0.3040922856668878,1.0178333145600946,-0.6075228803281413,-1.1903961207302012,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.2990551605158075,0.6686933458061776,-0.9014522862446314,-0.08927028731999004,0.3394082336702395,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0.5102467220958096,-0.9262226313764064,-1.569029886524536,1.8720529743688594,0.22196051127452066,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.41686573564062296,-0.9714684747007349,-0.9014522862446314,-0.6859275335224158,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.41686573564062296,1.9129540372252145,0.8509389144901185,-0.6862358258925431,1.5580502529932294,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0.47911972661074737,-0.46245273730203795,-0.4842162860696909,-0.6860652811771535,-1.1903961207302012,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-1.014976056672238,-0.5981902672750239,0.7674917144551304,1.872046414956729,0.46269322141926716,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-0.14342018309049653,0.4650870508466987,-1.3186882864195717,-0.08733526074153183,0.6852204643208919,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,-0.6414521108514917,-0.4172068939777094,0.5171501143501661,-0.6075163209160109,0.3394082336702395,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-0.859341079246927,-1.0280257788561458,-1.7359242865945121,-0.6859078552860247,0.5774440911347185,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,-0.8904680747319892,-0.6321246497682703,0.7674917144551304,-0.0892571684957293,-1.1903961207302012,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,-3.4740086999921513,1.0532830140629708,0.9343861145251066,-0.686111197062066,0.5774440911347185,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.07446878530493883,-0.08917452987632686,0.7674917144551304,-0.08736149839005329,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,-0.6725791063365538,-0.16835475569390193,-1.485582686489548,1.2160724048593963,0.7871578913730113,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1.381802595677551,0.18230053006964486,-0.06698028589475047,-0.6859209741102854,0.38987036547669374,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.44799273112568516,-0.5529444239506952,-0.06698028589475047,-0.08736149839005329,-1.1903961207302012,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,2.159977482804106,-0.5190100414574488,1.0178333145600946,1.8721120090780328,0.7755230224724722,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.7592626859763071,0.023940078434494694,1.0178333145600946,-0.6856389193886796,-1.1903961207302012,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.0,-0.8017965622345026,0.9343861145251066,-0.6075228803281413,0.4135804020939565,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,1.9109615189236082,0.23885783422505563,-0.15042748592973856,-0.08736149839005329,0.7871578913730113,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1.693072550528173,0.2501692950561378,-1.485582686489548,-0.686163672359109,0.5995160407931339,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-0.9215950702170513,-0.5529444239506952,-0.9848994862796194,-0.6856848352735923,0.3394082336702395,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-1.2639920205527355,-0.7339277972480097,0.7674917144551304,-0.08927028731999004,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,-0.2056741740606209,3.0214771986712656,0.8509389144901185,-0.6075228803281413,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0.3546117446704986,-0.49638711979528444,-0.4842162860696909,1.871934904950513,0.3394082336702395,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0.8215166769464315,0.3519724425358772,-0.23387468596472666,-0.0892768467321204,-1.1903961207302012,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-1.1706110340975489,-0.9714684747007349,0.35025571428019,2.2661490145734278,1.6099672995268113,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0.3234847491854364,-1.0280257788561458,-0.4842162860696909,-0.6140822924585081,0.5774440911347185,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.6970086950061827,-0.4511412764709558,-0.9014522862446314,-0.6859865682315891,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-0.5169441289112429,-0.9714684747007349,-0.9014522862446314,-0.6861243158863268,-1.1903961207302012,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0.2923577537003742,-0.23622352068039487,0.9343861145251066,2.5416771211094855,0.38987036547669374,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.012214794334814443,-0.43982981563987367,0.1833613142102138,1.87205953378099,0.7060443027992159,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.012214794334814443,0.26148075588722,-0.40076908603470285,-0.6140691736342474,-1.1903961207302012,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,1.0394056453418667,-0.14573183403173764,-0.9014522862446314,-0.6856323599765493,0.7871578913730113,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.6347547040360584,-0.27015790317364136,-0.9014522862446314,-0.6862030288318912,0.767193187703177,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.2923577537003742,-0.9714684747007349,0.1833613142102138,-0.6860521623528928,0.5774440911347185,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-0.11229318760543433,0.11443176508315193,0.7674917144551304,-0.6862292664804126,-1.1903961207302012,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,-0.548071124396305,0.26148075588722,1.1012805145950828,-0.6860521623528928,-1.1903961207302012,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.7592626859763071,0.10312030425206978,-1.3186882864195717,-0.6859275335224158,0.6852204643208919,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,-3.287246727081778,-0.47376419813312015,0.5171501143501661,1.8719808208354254,0.46269322141926716,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0,2.817870903711787,-1.3186882864195717,1.216623395478347,1.9196803814076218,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,-0.5169441289112429,0.0013171567723303823,-0.8180050862096433,-0.6858160235161995,-1.1903961207302012,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-0.3613091514859319,-0.19097767735606624,-0.7345578861746552,-0.6859996870558498,-1.1903961207302012,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.3613091514859319,0.7931194149480812,-1.3186882864195717,-0.6075228803281413,-1.1903961207302012,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1.9420885144086706,-0.4850756589642023,-0.06698028589475047,-0.6861243158863268,0.3394082336702395,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,-0.859341079246927,-0.5190100414574488,0.6840445144201424,2.265630821015129,0.3394082336702395,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1.4129295911626132,0.23885783422505563,0.8509389144901185,-0.6859996870558498,-1.1903961207302012,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0.5102467220958096,0.1483661475763984,-0.4842162860696909,-0.08927028731999004,-1.1903961207302012,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,-0.3924361469709941,-0.009994304058751773,0.35025571428019,-0.6140822924585081,-1.1903961207302012,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.7592626859763071,0.21623491256289132,0.6005973143851542,2.5281319350602782,0.48626848376196574,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0.41686573564062296,-0.6547475714304346,0.7674917144551304,-0.6856126817401582,0.7871578913730113,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
